#node	identifier	category	term ID	term description
104438	STRG0A79TGQ.104438	GO Process	GO:0000715	Nucleotide-excision repair, DNA damage recognition
320651	STRG0A79TGQ.320651	GO Process	GO:0010468	Regulation of gene expression
320651	STRG0A79TGQ.320651	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
320651	STRG0A79TGQ.320651	GO Process	GO:0031323	Regulation of cellular metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0031326	Regulation of cellular biosynthetic process
320651	STRG0A79TGQ.320651	GO Process	GO:0032259	Methylation
320651	STRG0A79TGQ.320651	GO Process	GO:0033554	Cellular response to stress
320651	STRG0A79TGQ.320651	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0043170	Macromolecule metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0044237	Cellular metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0044238	Primary metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0044260	Cellular macromolecule metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0046483	Heterocycle metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0050789	Regulation of biological process
320651	STRG0A79TGQ.320651	GO Process	GO:0050794	Regulation of cellular process
320651	STRG0A79TGQ.320651	GO Process	GO:0050896	Response to stimulus
320651	STRG0A79TGQ.320651	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0051252	Regulation of RNA metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0051645	Golgi localization
320651	STRG0A79TGQ.320651	GO Process	GO:0051685	Maintenance of ER location
320651	STRG0A79TGQ.320651	GO Process	GO:0051716	Cellular response to stimulus
320651	STRG0A79TGQ.320651	GO Process	GO:0060255	Regulation of macromolecule metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0065007	Biological regulation
320651	STRG0A79TGQ.320651	GO Process	GO:0071704	Organic substance metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0080090	Regulation of primary metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:0090304	Nucleic acid metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:1901360	Organic cyclic compound metabolic process
320651	STRG0A79TGQ.320651	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
320651	STRG0A79TGQ.320651	GO Process	GO:2001141	Regulation of RNA biosynthetic process
320651	STRG0A79TGQ.320651	GO Function	GO:0003676	Nucleic acid binding
320651	STRG0A79TGQ.320651	GO Function	GO:0003824	Catalytic activity
320651	STRG0A79TGQ.320651	GO Function	GO:0005488	Binding
320651	STRG0A79TGQ.320651	GO Function	GO:0043167	Ion binding
320651	STRG0A79TGQ.320651	GO Function	GO:0043169	Cation binding
320651	STRG0A79TGQ.320651	GO Function	GO:0046872	Metal ion binding
320651	STRG0A79TGQ.320651	GO Function	GO:0097159	Organic cyclic compound binding
320651	STRG0A79TGQ.320651	GO Function	GO:1901363	Heterocyclic compound binding
320651	STRG0A79TGQ.320651	GO Component	GO:0005886	Plasma membrane
320651	STRG0A79TGQ.320651	GO Component	GO:0016020	Membrane
320651	STRG0A79TGQ.320651	GO Component	GO:0071944	Cell periphery
320651	STRG0A79TGQ.320651	GO Component	GO:0110165	Cellular anatomical entity
320651	STRG0A79TGQ.320651	STRING clusters	CL:9321	Mostly uncharacterized, incl. FMN, and Cellular response to inorganic substance
320651	STRG0A79TGQ.320651	STRING clusters	CL:9472	Mixed, incl. FMN, and Peptide receptor activity
320651	STRG0A79TGQ.320651	STRING clusters	CL:9487	Mixed, incl. Peptide receptor activity, and Lactate dehydrogenase activity
320651	STRG0A79TGQ.320651	KEGG	map03410	Base excision repair
342744	STRG0A79TGQ.342744	GO Process	GO:0006355	Regulation of transcription, DNA-templated
342744	STRG0A79TGQ.342744	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
342744	STRG0A79TGQ.342744	GO Process	GO:0009889	Regulation of biosynthetic process
342744	STRG0A79TGQ.342744	GO Process	GO:0010468	Regulation of gene expression
342744	STRG0A79TGQ.342744	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
342744	STRG0A79TGQ.342744	GO Process	GO:0031323	Regulation of cellular metabolic process
342744	STRG0A79TGQ.342744	GO Process	GO:0031326	Regulation of cellular biosynthetic process
342744	STRG0A79TGQ.342744	GO Process	GO:0050789	Regulation of biological process
342744	STRG0A79TGQ.342744	GO Process	GO:0050794	Regulation of cellular process
342744	STRG0A79TGQ.342744	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
342744	STRG0A79TGQ.342744	GO Process	GO:0051252	Regulation of RNA metabolic process
342744	STRG0A79TGQ.342744	GO Process	GO:0051645	Golgi localization
342744	STRG0A79TGQ.342744	GO Process	GO:0051685	Maintenance of ER location
342744	STRG0A79TGQ.342744	GO Process	GO:0060255	Regulation of macromolecule metabolic process
342744	STRG0A79TGQ.342744	GO Process	GO:0065007	Biological regulation
342744	STRG0A79TGQ.342744	GO Process	GO:0080090	Regulation of primary metabolic process
342744	STRG0A79TGQ.342744	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
342744	STRG0A79TGQ.342744	GO Process	GO:2001141	Regulation of RNA biosynthetic process
342744	STRG0A79TGQ.342744	GO Function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
342744	STRG0A79TGQ.342744	GO Function	GO:0003676	Nucleic acid binding
342744	STRG0A79TGQ.342744	GO Function	GO:0003677	DNA binding
342744	STRG0A79TGQ.342744	GO Function	GO:0003700	DNA-binding transcription factor activity
342744	STRG0A79TGQ.342744	GO Function	GO:0005488	Binding
342744	STRG0A79TGQ.342744	GO Function	GO:0097159	Organic cyclic compound binding
342744	STRG0A79TGQ.342744	GO Function	GO:0140110	Transcription regulator activity
342744	STRG0A79TGQ.342744	GO Function	GO:1901363	Heterocyclic compound binding
342744	STRG0A79TGQ.342744	GO Component	GO:0005622	Intracellular anatomical structure
342744	STRG0A79TGQ.342744	GO Component	GO:0005634	Nucleus
342744	STRG0A79TGQ.342744	GO Component	GO:0043226	Organelle
342744	STRG0A79TGQ.342744	GO Component	GO:0043227	Membrane-bounded organelle
342744	STRG0A79TGQ.342744	GO Component	GO:0043229	Intracellular organelle
342744	STRG0A79TGQ.342744	GO Component	GO:0043231	Intracellular membrane-bounded organelle
342744	STRG0A79TGQ.342744	GO Component	GO:0110165	Cellular anatomical entity
342744	STRG0A79TGQ.342744	Reactome	MAP-212436	Generic Transcription Pathway
342744	STRG0A79TGQ.342744	Reactome	MAP-2262752	Cellular responses to stress
342744	STRG0A79TGQ.342744	Reactome	MAP-2559582	Senescence-Associated Secretory Phenotype (SASP)
342744	STRG0A79TGQ.342744	Reactome	MAP-2559583	Cellular Senescence
342744	STRG0A79TGQ.342744	Reactome	MAP-73857	RNA Polymerase II Transcription
342744	STRG0A79TGQ.342744	Reactome	MAP-74160	Gene expression (Transcription)
342744	STRG0A79TGQ.342744	Reactome	MAP-8953897	Cellular responses to stimuli
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0005622	Intracellular
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0005634	Nucleus
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0043226	Organelle
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0043229	Intracellular organelle
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
342744	STRG0A79TGQ.342744	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
342744	STRG0A79TGQ.342744	UniProt Keywords	KW-0238	DNA-binding
342744	STRG0A79TGQ.342744	UniProt Keywords	KW-0371	Homeobox
342744	STRG0A79TGQ.342744	UniProt Keywords	KW-0539	Nucleus
342882	STRG0A79TGQ.342882	GO Process	GO:0006810	Transport
342882	STRG0A79TGQ.342882	GO Process	GO:0009987	Cellular process
342882	STRG0A79TGQ.342882	GO Process	GO:0051179	Localization
342882	STRG0A79TGQ.342882	GO Process	GO:0051234	Establishment of localization
342882	STRG0A79TGQ.342882	GO Process	GO:0055085	Transmembrane transport
342882	STRG0A79TGQ.342882	GO Function	GO:0005215	Transporter activity
342882	STRG0A79TGQ.342882	GO Function	GO:0022857	Transmembrane transporter activity
342882	STRG0A79TGQ.342882	GO Component	GO:0016020	Membrane
342882	STRG0A79TGQ.342882	GO Component	GO:0016021	Integral component of membrane
342882	STRG0A79TGQ.342882	GO Component	GO:0031224	Intrinsic component of membrane
342882	STRG0A79TGQ.342882	GO Component	GO:0110165	Cellular anatomical entity
342882	STRG0A79TGQ.342882	STRING clusters	CL:11749	Mixed, incl. Sphingolipid de novo biosynthesis, and Organic cation transport
342882	STRG0A79TGQ.342882	STRING clusters	CL:11750	Mixed, incl. Sphingolipid de novo biosynthesis, and Organic cation transport
342882	STRG0A79TGQ.342882	STRING clusters	CL:11824	Mixed, incl. Organic cation transport, and Integral component of plasma membrane
342882	STRG0A79TGQ.342882	STRING clusters	CL:11855	Mixed, incl. Lactate transport, and Integral component of plasma membrane
342882	STRG0A79TGQ.342882	STRING clusters	CL:11858	Mixed, incl. Lactate transport, and Ferric-chelate reductase activity
342882	STRG0A79TGQ.342882	KEGG	map04113	Meiosis - yeast
342882	STRG0A79TGQ.342882	Reactome	MAP-382551	Transport of small molecules
342882	STRG0A79TGQ.342882	Reactome	MAP-425366	Transport of bile salts and organic acids, metal ions and amine compounds
342882	STRG0A79TGQ.342882	Reactome	MAP-425407	SLC-mediated transmembrane transport
342882	STRG0A79TGQ.342882	Reactome	MAP-429593	Inositol transporters
342882	STRG0A79TGQ.342882	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
342882	STRG0A79TGQ.342882	UniProt Keywords	KW-0472	Membrane
342882	STRG0A79TGQ.342882	UniProt Keywords	KW-0812	Transmembrane
342882	STRG0A79TGQ.342882	UniProt Keywords	KW-0813	Transport
342882	STRG0A79TGQ.342882	UniProt Keywords	KW-1133	Transmembrane helix
345158	STRG0A79TGQ.345158	GO Process	GO:0003333	Amino acid transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:0006810	Transport
345158	STRG0A79TGQ.345158	GO Process	GO:0006811	Ion transport
345158	STRG0A79TGQ.345158	GO Process	GO:0006812	Cation transport
345158	STRG0A79TGQ.345158	GO Process	GO:0006820	Anion transport
345158	STRG0A79TGQ.345158	GO Process	GO:0006865	Amino acid transport
345158	STRG0A79TGQ.345158	GO Process	GO:0006868	Glutamine transport
345158	STRG0A79TGQ.345158	GO Process	GO:0007034	Vacuolar transport
345158	STRG0A79TGQ.345158	GO Process	GO:0009987	Cellular process
345158	STRG0A79TGQ.345158	GO Process	GO:0015803	Branched-chain amino acid transport
345158	STRG0A79TGQ.345158	GO Process	GO:0034220	Ion transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:0046907	Intracellular transport
345158	STRG0A79TGQ.345158	GO Process	GO:0046942	Carboxylic acid transport
345158	STRG0A79TGQ.345158	GO Process	GO:0051179	Localization
345158	STRG0A79TGQ.345158	GO Process	GO:0051234	Establishment of localization
345158	STRG0A79TGQ.345158	GO Process	GO:0051641	Cellular localization
345158	STRG0A79TGQ.345158	GO Process	GO:0051649	Establishment of localization in cell
345158	STRG0A79TGQ.345158	GO Process	GO:0055085	Transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:0071702	Organic substance transport
345158	STRG0A79TGQ.345158	GO Process	GO:0071705	Nitrogen compound transport
345158	STRG0A79TGQ.345158	GO Process	GO:0098655	Cation transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:0098656	Anion transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:1902475	L-alpha-amino acid transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:1903825	Organic acid transmembrane transport
345158	STRG0A79TGQ.345158	GO Process	GO:1905039	Carboxylic acid transmembrane transport
345158	STRG0A79TGQ.345158	GO Function	GO:0005215	Transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0005302	L-tyrosine transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0005342	Organic acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0008324	Cation transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0008509	Anion transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0008514	Organic anion transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015075	Ion transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015171	Amino acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015173	Aromatic amino acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015175	Neutral amino acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015179	L-amino acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015186	L-glutamine transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015188	L-isoleucine transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0015658	Branched-chain amino acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0022857	Transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Function	GO:0046943	Carboxylic acid transmembrane transporter activity
345158	STRG0A79TGQ.345158	GO Component	GO:0000322	Storage vacuole
345158	STRG0A79TGQ.345158	GO Component	GO:0000323	Lytic vacuole
345158	STRG0A79TGQ.345158	GO Component	GO:0000324	Fungal-type vacuole
345158	STRG0A79TGQ.345158	GO Component	GO:0000329	Fungal-type vacuole membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0005622	Intracellular anatomical structure
345158	STRG0A79TGQ.345158	GO Component	GO:0005737	Cytoplasm
345158	STRG0A79TGQ.345158	GO Component	GO:0005773	Vacuole
345158	STRG0A79TGQ.345158	GO Component	GO:0005774	Vacuolar membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0016020	Membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0016021	Integral component of membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0031090	Organelle membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0031224	Intrinsic component of membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0043226	Organelle
345158	STRG0A79TGQ.345158	GO Component	GO:0043227	Membrane-bounded organelle
345158	STRG0A79TGQ.345158	GO Component	GO:0043229	Intracellular organelle
345158	STRG0A79TGQ.345158	GO Component	GO:0043231	Intracellular membrane-bounded organelle
345158	STRG0A79TGQ.345158	GO Component	GO:0098588	Bounding membrane of organelle
345158	STRG0A79TGQ.345158	GO Component	GO:0098852	Lytic vacuole membrane
345158	STRG0A79TGQ.345158	GO Component	GO:0110165	Cellular anatomical entity
345158	STRG0A79TGQ.345158	STRING clusters	CL:4024	Mixed, incl. Autophagy - yeast, and Inositol phosphate metabolism
345158	STRG0A79TGQ.345158	STRING clusters	CL:4025	Mixed, incl. Autophagy - yeast, and Phosphatase complex
345158	STRG0A79TGQ.345158	STRING clusters	CL:4169	Phagophore assembly site, and Autophagy
345158	STRG0A79TGQ.345158	STRING clusters	CL:4233	Tyrosine transport, and Vacuolar transmembrane transport
345158	STRG0A79TGQ.345158	Reactome	MAP-112310	Neurotransmitter release cycle
345158	STRG0A79TGQ.345158	Reactome	MAP-112315	Transmission across Chemical Synapses
345158	STRG0A79TGQ.345158	Reactome	MAP-112316	Neuronal System
345158	STRG0A79TGQ.345158	Reactome	MAP-382551	Transport of small molecules
345158	STRG0A79TGQ.345158	Reactome	MAP-425393	Transport of inorganic cations/anions and amino acids/oligopeptides
345158	STRG0A79TGQ.345158	Reactome	MAP-425407	SLC-mediated transmembrane transport
345158	STRG0A79TGQ.345158	Reactome	MAP-888590	GABA synthesis, release, reuptake and degradation
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0000322	Storage vacuole
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0000323	Lytic vacuole
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0000324	Fungal-type vacuole
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0005622	Intracellular
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0005737	Cytoplasm
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0005773	Vacuole
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0005774	Vacuolar membrane
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0016020	Membrane
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0030496	Midbody
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0031090	Organelle membrane
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0043226	Organelle
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0043229	Intracellular organelle
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0043659	Symbiosome
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0044316	Cone cell pedicle
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0044615	Nuclear pore nuclear basket
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0048269	Methionine adenosyltransferase complex
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0055038	Recycling endosome membrane
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0070703	Outer mucus layer
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0098588	Bounding membrane of organelle
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0098852	Lytic vacuole membrane
345158	STRG0A79TGQ.345158	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
345158	STRG0A79TGQ.345158	UniProt Keywords	KW-0472	Membrane
345158	STRG0A79TGQ.345158	UniProt Keywords	KW-0812	Transmembrane
345158	STRG0A79TGQ.345158	UniProt Keywords	KW-1133	Transmembrane helix
357768	STRG0A79TGQ.357768	GO Function	GO:0005488	Binding
357768	STRG0A79TGQ.357768	GO Component	GO:0110165	Cellular anatomical entity
357768	STRG0A79TGQ.357768	STRING clusters	CL:9321	Mostly uncharacterized, incl. FMN, and Cellular response to inorganic substance
357768	STRG0A79TGQ.357768	STRING clusters	CL:9324	Mostly uncharacterized, incl. Cellular response to inorganic substance, and Microtubule cytoskeleton
357768	STRG0A79TGQ.357768	STRING clusters	CL:9325	Mostly uncharacterized, incl. Cellular response to inorganic substance, and Signaling receptor activity
357768	STRG0A79TGQ.357768	STRING clusters	CL:9326	Mostly uncharacterized, incl. Signaling receptor activity, and alpha-Linolenic acid metabolism
357768	STRG0A79TGQ.357768	STRING clusters	CL:9328	Mostly uncharacterized, incl. Signaling receptor activity, and alpha-Linolenic acid metabolism
357768	STRG0A79TGQ.357768	STRING clusters	CL:9330	Mostly uncharacterized, incl. Signaling receptor activity, and alpha-Linolenic acid metabolism
357768	STRG0A79TGQ.357768	STRING clusters	CL:9332	Mostly uncharacterized, incl. Signaling receptor activity, and alpha-Linolenic acid metabolism
357768	STRG0A79TGQ.357768	STRING clusters	CL:9357	Mixed, incl. Retinoid binding, and Chromosome passenger complex
357768	STRG0A79TGQ.357768	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
357768	STRG0A79TGQ.357768	UniProt Keywords	KW-0175	Coiled coil
360080	STRG0A79TGQ.360080	GO Process	GO:0000003	Reproduction
360080	STRG0A79TGQ.360080	GO Process	GO:0000280	Nuclear division
360080	STRG0A79TGQ.360080	GO Process	GO:0000707	Meiotic DNA recombinase assembly
360080	STRG0A79TGQ.360080	GO Process	GO:0000724	Double-strand break repair via homologous recombination
360080	STRG0A79TGQ.360080	GO Process	GO:0000725	Recombinational repair
360080	STRG0A79TGQ.360080	GO Process	GO:0000730	DNA recombinase assembly
360080	STRG0A79TGQ.360080	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0006259	DNA metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0006281	DNA repair
360080	STRG0A79TGQ.360080	GO Process	GO:0006302	Double-strand break repair
360080	STRG0A79TGQ.360080	GO Process	GO:0006310	DNA recombination
360080	STRG0A79TGQ.360080	GO Process	GO:0006725	Cellular aromatic compound metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0006807	Nitrogen compound metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0006950	Response to stress
360080	STRG0A79TGQ.360080	GO Process	GO:0006974	Cellular response to DNA damage stimulus
360080	STRG0A79TGQ.360080	GO Process	GO:0006996	Organelle organization
360080	STRG0A79TGQ.360080	GO Process	GO:0007049	Cell cycle
360080	STRG0A79TGQ.360080	GO Process	GO:0007127	Meiosis I
360080	STRG0A79TGQ.360080	GO Process	GO:0007131	Reciprocal meiotic recombination
360080	STRG0A79TGQ.360080	GO Process	GO:0008152	Metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0009987	Cellular process
360080	STRG0A79TGQ.360080	GO Process	GO:0033554	Cellular response to stress
360080	STRG0A79TGQ.360080	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0035825	Homologous recombination
360080	STRG0A79TGQ.360080	GO Process	GO:0043170	Macromolecule metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0043933	Protein-containing complex organization
360080	STRG0A79TGQ.360080	GO Process	GO:0044085	Cellular component biogenesis
360080	STRG0A79TGQ.360080	GO Process	GO:0044237	Cellular metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0044238	Primary metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0044260	Cellular macromolecule metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0045003	Double-strand break repair via synthesis-dependent strand annealing
360080	STRG0A79TGQ.360080	GO Process	GO:0046483	Heterocycle metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0048285	Organelle fission
360080	STRG0A79TGQ.360080	GO Process	GO:0050896	Response to stimulus
360080	STRG0A79TGQ.360080	GO Process	GO:0051321	Meiotic cell cycle
360080	STRG0A79TGQ.360080	GO Process	GO:0051716	Cellular response to stimulus
360080	STRG0A79TGQ.360080	GO Process	GO:0061982	Meiosis I cell cycle process
360080	STRG0A79TGQ.360080	GO Process	GO:0065003	Protein-containing complex assembly
360080	STRG0A79TGQ.360080	GO Process	GO:0065004	protein-DNA complex assembly
360080	STRG0A79TGQ.360080	GO Process	GO:0071704	Organic substance metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0071824	protein-DNA complex subunit organization
360080	STRG0A79TGQ.360080	GO Process	GO:0071840	Cellular component organization or biogenesis
360080	STRG0A79TGQ.360080	GO Process	GO:0090304	Nucleic acid metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:0090735	DNA repair complex assembly
360080	STRG0A79TGQ.360080	GO Process	GO:0140013	Meiotic nuclear division
360080	STRG0A79TGQ.360080	GO Process	GO:0140527	Reciprocal homologous recombination
360080	STRG0A79TGQ.360080	GO Process	GO:1901360	Organic cyclic compound metabolic process
360080	STRG0A79TGQ.360080	GO Process	GO:1903046	Meiotic cell cycle process
360080	STRG0A79TGQ.360080	GO Function	GO:0030159	Signaling receptor complex adaptor activity
360080	STRG0A79TGQ.360080	GO Function	GO:0030600	Feruloyl esterase activity
360080	STRG0A79TGQ.360080	GO Function	GO:0031151	Histone methyltransferase activity (H3-K79 specific)
360080	STRG0A79TGQ.360080	GO Component	GO:0000228	Nuclear chromosome
360080	STRG0A79TGQ.360080	GO Component	GO:0005622	Intracellular anatomical structure
360080	STRG0A79TGQ.360080	GO Component	GO:0005634	Nucleus
360080	STRG0A79TGQ.360080	GO Component	GO:0005694	Chromosome
360080	STRG0A79TGQ.360080	GO Component	GO:0031974	Membrane-enclosed lumen
360080	STRG0A79TGQ.360080	GO Component	GO:0031981	Nuclear lumen
360080	STRG0A79TGQ.360080	GO Component	GO:0043226	Organelle
360080	STRG0A79TGQ.360080	GO Component	GO:0043227	Membrane-bounded organelle
360080	STRG0A79TGQ.360080	GO Component	GO:0043228	Non-membrane-bounded organelle
360080	STRG0A79TGQ.360080	GO Component	GO:0043229	Intracellular organelle
360080	STRG0A79TGQ.360080	GO Component	GO:0043231	Intracellular membrane-bounded organelle
360080	STRG0A79TGQ.360080	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
360080	STRG0A79TGQ.360080	GO Component	GO:0043233	Organelle lumen
360080	STRG0A79TGQ.360080	GO Component	GO:0070013	Intracellular organelle lumen
360080	STRG0A79TGQ.360080	GO Component	GO:0110165	Cellular anatomical entity
360080	STRG0A79TGQ.360080	STRING clusters	CL:9213	Mostly uncharacterized, incl. Methylated histone binding, and Meiotic DNA recombinase assembly
360080	STRG0A79TGQ.360080	KEGG	map00500	Starch and sucrose metabolism
360080	STRG0A79TGQ.360080	KEGG	map01100	Metabolic pathways
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0000228	Nuclear chromosome
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0005622	Intracellular
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0005634	Nucleus
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0005694	Chromosome
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0031974	Membrane-enclosed lumen
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0031981	Nuclear lumen
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043226	Organelle
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043229	Intracellular organelle
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0043233	Organelle lumen
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0070013	Intracellular organelle lumen
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
360080	STRG0A79TGQ.360080	COMPARTMENTS	GOCC:1990902	New cell pole
360080	STRG0A79TGQ.360080	UniProt Keywords	KW-0175	Coiled coil
36733	STRG0A79TGQ.36733	GO Process	GO:0000715	Nucleotide-excision repair, DNA damage recognition
36733	STRG0A79TGQ.36733	GO Process	GO:0002097	tRNA wobble base modification
36733	STRG0A79TGQ.36733	GO Process	GO:0002098	tRNA wobble uridine modification
36733	STRG0A79TGQ.36733	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
36733	STRG0A79TGQ.36733	GO Process	GO:0006396	RNA processing
36733	STRG0A79TGQ.36733	GO Process	GO:0006399	tRNA metabolic process
36733	STRG0A79TGQ.36733	GO Process	GO:0006400	tRNA modification
36733	STRG0A79TGQ.36733	GO Process	GO:0006725	Cellular aromatic compound metabolic process
36733	STRG0A79TGQ.36733	GO Process	GO:0006807	Nitrogen compound metabolic process
36733	STRG0A79TGQ.36733	GO Process	GO:0008033	tRNA processing
36733	STRG0A79TGQ.36733	GO Process	GO:0008152	Metabolic process
36733	STRG0A79TGQ.36733	GO Process	GO:0009451	RNA modification
